item_id	item_name	categories	address	city	state
204	Pizzeria Vetri	Italian, Pizza, Restaurants, Salad	1939 Callowhill St	Philadelphia	PA
205	Mole y Abuela	Restaurants, Bars, Spanish, Tapas/Small Plates, Nightlife, Cocktail Bars, Mediterranean, Tapas Bars	1202 N Franklin St	Tampa	FL
206	Redwood Rotisserie + Grill	Restaurants, American (New), Cocktail Bars, Bars, Tex-Mex, American (Traditional), Barbeque, Nightlife	860 E Plumb Ln	Reno	NV
207	Gaylord Opryland Resort & Convention Center	Venues & Event Spaces, Performing Arts, Arts & Entertainment, Hotels & Travel, Food, Convenience Stores, American (New), Beauty & Spas, Restaurants, Museums, Event Planning & Services, Hotels, Cinema, Resorts, Day Spas	2800 Opryland Dr	Nashville	TN
208	O.E.C. Japanese Sushi & Hibachi	Restaurants, Japanese, Sushi Bars	13847 Walsingham Rd	Largo	FL
209	French Toast	Breakfast & Brunch, Restaurants	1035 Decatur St	New Orleans	LA
210	Hotel Monteleone	Hotels & Travel, Hotels, Event Planning & Services	214 Royal St	New Orleans	LA
211	Franklin on Twiggs Eatery & Market	Specialty Food, Asian Fusion, Mexican, Poke, Tacos, Food, Restaurants, Health Markets	514 N Franklin St, Ste 105	Tampa	FL
212	Milktooth	Beer, Wine & Spirits, Cafes, Coffee & Tea, Restaurants, Food, Breakfast & Brunch, American (New)	534 Virginia Ave	Indianapolis	IN
213	Bar Louie - Carmel	Restaurants, Sports Bars, Gastropubs, Bars, Nightlife, American (New), American (Traditional)	1111 W Main St, Ste 140	Carmel	IN
214	El Gallo Giro	Beer, Wine & Spirits, Nightlife, Bars, New Mexican Cuisine, Food, Tacos, Restaurants, Cocktail Bars, Mexican, Seafood	615 W Main St	Boise	ID
215	Soy Bistro	Japanese, Korean, Asian Fusion, Tacos, Mexican, Restaurants	5008 Maryland Way	Brentwood	TN
216	Layla's Honky Tonk	Bars, Music Venues, Nightlife, Arts & Entertainment	418 Broadway	Nashville	TN
217	Mahony's Po-Boys & Seafood	Restaurants, Seafood, Cajun/Creole	901 Iberville St	New Orleans	LA
218	Romano's Macaroni Grill	Restaurants, Italian	5505 S Virginia St	Reno	NV
219	Xochitl	Lounges, Restaurants, Asian Fusion, Mexican, Latin American, Nightlife, Bars	408 S 2nd St	Philadelphia	PA
220	The Cobblestone Eatery and Drinkery	American (Traditional), Nightlife, Breakfast & Brunch, Event Planning & Services, Venues & Event Spaces, Italian, Bars, Restaurants	115 W St Louis St	Lebanon	IL
221	Crazy Sushi	Restaurants, Japanese, Sushi Bars	1837 Chestnut St	Philadelphia	PA
222	Lilly's Cafe	Cafes, American (Traditional), Vietnamese, Restaurants	1813 Magazine St	New Orleans	LA
223	Cake Life Bake Shop	Caterers, Cafes, Event Planning & Services, Food, Cupcakes, Bakeries, Restaurants, Desserts	1306 Frankford Ave	Philadelphia	PA
224	Cheddar's Scratch Kitchen	Comfort Food, Restaurants, Southern, American (Traditional)	50 Old Pleasant Grove Rd	Mt Juliet	TN
225	Ted Drewes Custard	Local Flavor, Ice Cream & Frozen Yogurt, Food	4224 S Grand Blvd	Saint Louis	MO
226	Taqueria Pico De Gallo	Mexican, Restaurants	2618 S 6th Ave	Tucson	AZ
227	Goldie	Mediterranean, Falafel, Restaurants, Fast Food	3401 Walnut St	Philadelphia	PA
228	VisionLoft Events	Event Planning & Services, Venues & Event Spaces	235 North Delaware St	Indianapolis	IN
229	Bridgestone Arena	Stadiums & Arenas, Nightlife, Music Venues, Arts & Entertainment	501 Broadway	Nashville	TN
230	Ritter's Frozen Custard	Ice Cream & Frozen Yogurt, Restaurants, Burgers, Specialty Food, Food, Custom Cakes, Desserts, Chocolatiers & Shops	4840 W 57th St	Indianapolis	IN
231	Los Altos Breakfast Lunch & Dinner	Fish & Chips, American (New), Restaurants, Breakfast & Brunch	5015 Pyramid Way, Ste 107	Sparks	NV
232	Roundabout Grill	Breakfast & Brunch, American (New), Restaurants, Coffee & Tea, Food	Whitney Peak Hotel, 255 N Virginia St	Reno	NV
233	21st Amendment at La Louisiane	Nightlife, Bars	725 Iberville St	New Orleans	LA
234	Porcini	Restaurants, Italian	2048 Sansom St	Philadelphia	PA
235	Sen Thai Asian Bistro	Nightlife, Cocktail Bars, Japanese, Restaurants, Thai, Asian Fusion, Bars	1000 Washington Ave	St Louis	MO
236	Two Chicks Cafe	Breakfast & Brunch, Juice Bars & Smoothies, Restaurants, Food, American (New)	901 Convention Center Blvd, Ste 109	New Orleans	LA
237	El Camino Real	Mexican, Tex-Mex, Restaurants, Barbeque	1040 N 2nd St	Philadelphia	PA
238	Besito Mexican Restaurant	Mexican, Restaurants, Salad, Food, Bars, Nightlife	205 Westshore Plz	Tampa	FL
239	The Dewey Beach Bar & Grill	American (Traditional), Breakfast & Brunch, Wine Bars, Bars, Nightlife, Restaurants	109 8th Ave	St Pete Beach	FL
240	Red Habanero	Mexican, New Mexican Cuisine, Restaurants	8510 E 96th St	Fishers	IN
241	Bayou Bistro Louisiana Cuisine	Seafood, Restaurants, Sandwiches, Cajun/Creole	3340 Bienville St	New Orleans	LA
242	Hale & True	Cideries, Food, Bars, Beer, Wine & Spirits, Nightlife, Beer Bar, Kombucha, Cocktail Bars	613 S 7th St	Philadelphia	PA
243	Tacodelphia	New Mexican Cuisine, Mexican, Tex-Mex, Tacos, Restaurants	427 S Broad St	Philadelphia	PA
244	Sabrina's Café	American (Traditional), Restaurants, Cafes, Comfort Food, Vegetarian, Breakfast & Brunch, American (New)	714 Haddon Ave	Collingswood	NJ
245	Bartaco	Restaurants, Tacos, Mexican	160 N Gulph Rd, Ste C1100	King of Prussia	PA
246	Sauce on the Side	Restaurants, Italian, Salad	7810 Forsyth Blvd	Clayton	MO
247	Wellspent Brewing Company	Breweries, Food	2917 Olive St	St. Louis	MO
248	Ghini's French Caffe	Restaurants, Food, Breakfast & Brunch, Sandwiches, French, Bakeries, Salad	1803 E Prince Rd	Tucson	AZ
249	Mi Viejo	Cuban, Latin American, Sandwiches, Restaurants, Breakfast & Brunch, Desserts, Food	6002 N US Hwy 41	Apollo Beach	FL
250	R&D	Lounges, Nightlife, Cocktail Bars, Bars	1206 Frankford Ave	Philadelphia	PA
251	Misconduct Tavern	Bars, American (New), Nightlife, Restaurants	1801 John F Kennedy Blvd	Philadelphia	PA
252	Yeoman's Cask and Lion	Nightlife, Pubs, Breakfast & Brunch, Bars, Burgers, British, Cocktail Bars, Restaurants	200 1st Ave S, Ste B	St. Petersburg	FL
253	Phat Bites	Coffee & Tea, Nightlife, Food, Delis, Breakfast & Brunch, Cafes, Bars, Restaurants	2730 Lebanon Pike	Nashville	TN
254	Winterhaven Festival of Lights	Local Flavor, Arts & Entertainment, Festivals	[PAD]	Tucson	AZ
255	Creole House Restaurant & Oyster Bar	Cajun/Creole, Seafood, Restaurants, Breakfast & Brunch	509 Canal St	New Orleans	LA
256	The Bricks	Bars, Breakfast & Brunch, Restaurants, American (New), Coffee & Tea, Food, Nightlife, Vegetarian	1327 E 7th Ave	Tampa	FL
257	The Green Pheasant	Restaurants, Japanese, Seafood	215 1st Ave S	Nashville	TN
258	Sake Cafe of Elmwood	Japanese, Restaurants, Sushi Bars	1130 S Clearview Pkwy	New Orleans	LA
259	Saguaro National Park	Active Life, Parks	3693 S Old Spanish Trl	Tucson	AZ
260	Ants Pants Café	Restaurants, Coffee & Tea, Sandwiches, Desserts, Food, Breakfast & Brunch	2212 S St	Philadelphia	PA
261	Metro Diner	American (Traditional), Breakfast & Brunch, Restaurants, Diners	2258 W 86th St	Indianapolis	IN
262	Reeds American Table	American (New), Restaurants	7322 Manchester Rd	Maplewood	MO
263	Blake's Lotaburger	American (Traditional), Restaurants, Breakfast & Brunch, Fast Food, Burgers	3560 N Craycroft	Tucson	AZ
264	3 Sisters Café	Cafes, Restaurants	6223 N Guilford Ave	Indianapolis	IN
265	Phan's Kitchen	Food, Restaurants, Vietnamese, Salad, Thai, Laotian, Noodles	10202 E Washington St	Indianapolis	IN
266	Kampai Sushi Bar	Japanese, Sushi Bars, Restaurants	4949 W Pine Blvd	St Louis	MO
267	Aqui Con El Nene	Fast Food, Restaurants, Mexican, Food Stands, Hot Dogs	4415 N Flowing Wells Rd	Tucson	AZ
268	Aroma Indian Bistro	Pakistani, Indian, Restaurants, Halal	43 S Centre St	Merchantville	NJ
269	Greko Greek Street Food	Restaurants, Street Vendors, Wine Bars, Food, Event Planning & Services, Bars, Mediterranean, Greek, Nightlife, Caterers	704 Main St	Nashville	TN
270	Hotel Provincial	Event Planning & Services, Hotels, Hotels & Travel	1024 Chartres St	New Orleans	LA
271	Pupuseria & Cafeteria Centroamericana	Latin American, Restaurants, Salvadoran	2504 W Martin Luther King Blvd	Tampa	FL
272	Copper Vine	Nightlife, Pubs, Event Planning & Services, Wine Bars, Bars, Gastropubs, Restaurants, Venues & Event Spaces	1001 Poydras St	New Orleans	LA
273	Texas Roadhouse	American (Traditional), Barbeque, Steakhouses, Restaurants	10340 US 36 E	Avon	IN
274	J's Seafood Dock	Restaurants, Cajun/Creole, Seafood	1100 N Peters St, Ste 25	New Orleans	LA
275	Mamas Kitchen	Sandwiches, Restaurants, American (New), American (Traditional), Breakfast & Brunch	5524 S Dale Mabry Hwy	Tampa	FL
276	Dunkin'	Food, Donuts, Coffee & Tea	808 E Bloomingdale Ave	Brandon	FL
277	AMC Plymouth Meeting Mall 12	Arts & Entertainment, Cinema	494 W Germantown Pike	Plymouth Meeting	PA
278	The Sandwich Spot	Delis, Event Planning & Services, Caterers, Sandwiches, Restaurants	6775 Sierra Center Pkwy	Reno	NV
279	Buena Onda	Tacos, Restaurants, Mexican	1901 Callowhill St	Philadelphia	PA
280	Cafe Square One	Food, Coffee & Tea, Cafes, Salad, Sandwiches, Sushi Bars, Restaurants, Breakfast & Brunch	50 S 3rd St	Philadelphia	PA
281	Nippon Tei	Japanese, Asian Fusion, Wine Bars, Bars, Restaurants, Sushi Bars, Nightlife	14025 Manchester Rd	Ballwin	MO
282	Helena Avenue Bakery	Food, Restaurants, Salad, Coffee & Tea, Breakfast & Brunch, Sandwiches, Bakeries	131 Anacapa St, Ste C	Santa Barbara	CA
283	Willie's Chicken Shack	Cajun/Creole, Chicken Wings, Chicken Shop, Soul Food, Restaurants	630 Bourbon St	New Orleans	LA
284	Crown & Bull	Bars, Nightlife, American (Traditional), Restaurants, Breakfast & Brunch	319 Main St	Dunedin	FL
285	Eiteljorg Museum of American Indians & Western Art	Arts & Entertainment, Art Museums, Festivals, Shopping, Art Galleries, Venues & Event Spaces, Museums, Event Planning & Services	500 W Washington St	Indianapolis	IN
286	Vicentas Mexican Cuisine	Mexican, Bars, Nightlife, New Mexican Cuisine, Restaurants	6920 Market Place Dr	Goleta	CA
287	Fiamme Pizza	Italian, Restaurants, Food Stands, Farmers Market, Food Trucks, Caterers, Pizza, Event Planning & Services, Food	4706 E Sunrise Dr	Tucson	AZ
288	Siam Cafe	Chicken Wings, Seafood, Restaurants, Thai	316 Mccall St	Nashville	TN
289	Tired Hands Fermentaria	Restaurants, Food, Beer, Wine & Spirits, Breweries, Mexican	35 Cricket Ter	Ardmore	PA
290	Urban Village Brewing Co	American (New), Bars, Food, Pubs, Breweries, Pizza, Restaurants, Nightlife	1001 N 2nd St	Philadelphia	PA
291	Tandoor & Tikka	Indian, Sandwiches, Restaurants, Pizza	805 W 10th St	Indianapolis	IN
292	Mellow Mushroom	Pizza, Restaurants, Bars, Nightlife, Sandwiches	8227 Oak St	New Orleans	LA
293	HORN'S EATERY	Caterers, Venues & Event Spaces, Breakfast & Brunch, Gastropubs, American (New), Restaurants, Food, Event Planning & Services, Bars, Cocktail Bars, Seafood, Nightlife	1940 Dauphine St	New Orleans	LA
294	Superior Grill	Tex-Mex, Mexican, Restaurants	3636 St Charles Ave	New Orleans	LA
295	Trader Joe's	Specialty Food, Shopping, Beer, Wine & Spirits, Flowers & Gifts, Food, Florists, Grocery	5473 E 82nd St	Indianapolis	IN
296	NY Pie	Restaurants, Pizza	305 Indian Lake Blvd	Hendersonville	TN
297	Earth Odyssey	Shopping, Hobby Shops, Gemstones & Minerals, Jewelry, Local Services, Psychics, Arts & Crafts, Watch Repair, Art Supplies, Flowers & Gifts, Gift Shops, Spiritual Shop, Arts & Entertainment, Astrologers, Supernatural Readings	306 Chartres St	New Orleans	LA
298	EATS! American Grill	American (New), Diners, American (Traditional), Restaurants	4502 S Dale Mabry Hwy	Tampa	FL
299	Katie's Restaurant & Bar	Restaurants, Bars, Nightlife, American (Traditional), Cajun/Creole, Seafood	3701 Iberville St	New Orleans	LA
300	Tu Casa Latin Food	Restaurants, Venezuelan, Caribbean, Dominican, Latin American	2989 W 71st St	Indianapolis	IN
301	Daddy Jack's Restaurant & Bar	Specialty Food, Food, American (New), American (Traditional), Restaurants, Steakhouses, Seafood, Sushi Bars, Seafood Markets, Cocktail Bars, Nightlife, Bars	9419 N Meridian St	Indianapolis	IN
302	Newk's Eatery	Sandwiches, Salad, American (New), American (Traditional), Pizza, Restaurants	2613 Gulf To Bay Blvd, Ste 1650	Clearwater	FL
303	Hilton Santa Barbara Beachfront Resort	Event Planning & Services, Venues & Event Spaces, Hotels & Travel, Hotels	633 E Cabrillo Blvd	Santa Barbara	CA
304	Cucina Zapata	Thai, Food Stands, Restaurants, Mexican	S 31st & Ludlow St	Philadelphia	PA
305	The Fountain On Locust	Ice Cream & Frozen Yogurt, Food, American (New), Art Galleries, Shopping, Cocktail Bars, Arts & Entertainment, Restaurants, Nightlife, Chocolatiers & Shops, Specialty Food, Bars	3037 Locust St	Saint Louis	MO
306	Captain Bill's Oyster Bar	American (New), Cocktail Bars, Seafood, Bars, Restaurants, Nightlife	145 107th Ave	Treasure Island	FL
307	The Mad Crab	Seafood, Cajun/Creole, American (New), Restaurants	8080 Olive Blvd	University City	MO
308	Clear Sky on Cleveland	Restaurants, Tapas Bars, Food, Nightlife, Bars, Event Planning & Services, Caterers, Seafood, American (New), Desserts, Venues & Event Spaces, Tapas/Small Plates, Breakfast & Brunch, American (Traditional)	418 Cleveland St	Clearwater	FL
309	Ekta Indian Cuisine	Seafood, Vegetarian, Restaurants, Indian	1003 1/2 W Lancaster Ave	Bryn Mawr	PA
310	Ballyhoo Grill	Restaurants, Seafood, Steakhouses	7604 Ehrlich Rd	Tampa	FL
311	Press Start	Arts & Entertainment, Bars, Nightlife, Arcades	600 S Center St	Reno	NV
312	Stonefire Tavern	Cocktail Bars, Pubs, American (New), Chicken Wings, Salad, Sandwiches, Bars, Sports Bars, Nightlife, Restaurants	10637 117th Dr N	Largo	FL
313	Kettner Coffee Supply	Tacos, Mexican, Restaurants, Coffee & Tea, Food	1035 W Eastland Ave, Ste 1045	Nashville	TN
314	El Arado Mexican Grill	Latin American, Restaurants, Mexican, Tex-Mex	1063 Virginia Ave	Indianapolis	IN
315	DOSC	Bars, Cocktail Bars, Coffee & Tea, Food, Restaurants, Cafes, Steakhouses, Nightlife, Tapas/Small Plates	10190 - 104 Street NW, Main Floor	Edmonton	AB
316	Copabanana	Nightlife, Bars, Restaurants, American (Traditional)	4000 Spruce St	Philadelphia	PA
317	Glitz Nails And Spa	Beauty & Spas, Nail Salons	724 S Virginia St	Reno	NV
318	Tangerine Aveda Salon Spa	Day Spas, Waxing, Beauty & Spas, Hair Removal, Skin Care, Makeup Artists, Massage, Hair Stylists, Hair Salons, Blow Dry/Out Services	13979 S Virginia St, Ste 506	Reno	NV
319	Main and Vine Bistro	Restaurants, Nightlife, American (New), Cocktail Bars, Bars	789 E Lancaster Ave	Villanova	PA
320	Nail Bar Nola	Beauty & Spas, Nail Salons	601 Julia St	New Orleans	LA
321	The Post	Bars, Nightlife, Arts & Entertainment, Restaurants, Arcades, Beer Bar, Cocktail Bars, Burgers, Chicken Wings	129 S 30th St	Philadelphia	PA
322	Street- Taco and Beer Co.	Mexican, Bars, Restaurants, Nightlife	58 W Congress St	Tucson	AZ
323	Sassafras Restaurant	Restaurants, Sandwiches, Cajun/Creole, Seafood, Salad, Soul Food	2501 Leon C Simon Dr	New Orleans	LA
324	Barrister's Bagels	Bagels, Breakfast & Brunch, Sandwiches, Coffee & Tea, Cafes, Restaurants, Food	1814 E Ridge Pike, Ste 100, Upper Providence Shopping Ctr	Royersford	PA
325	Puckett's Grocery & Restaurant	Barbeque, American (Traditional), Arts & Entertainment, Southern, Breakfast & Brunch, Comfort Food, Nightlife, Music Venues, Restaurants, Food, Grocery	120 4th Ave S	Franklin	TN
326	Freddy's Frozen Custard & Steakburgers	Food, Burgers, Ice Cream & Frozen Yogurt, American (Traditional), Desserts, Restaurants	3725 W Orange Grove Rd	Marana	AZ
327	SoFresh	Gluten-Free, Food, American (Traditional), Wraps, Vegan, Juice Bars & Smoothies, Salad, American (New), Restaurants	533 S Howard Ave, Unit 8	Tampa	FL
328	Drybar - Indianapolis	Hair Stylists, Hair Salons, Beauty & Spas, Blow Dry/Out Services	8691 River Crossing Blvd.	Indianapolis	IN
329	Cold Spring Tavern	American (Traditional), Restaurants, Bars, Nightlife	5995 Stagecoach Rd	Santa Barbara	CA
330	Chick-fil-A	Breakfast & Brunch, Sandwiches, Restaurants, Event Planning & Services, Caterers, Chicken Shop, Fast Food	6365 S McCarran Blvd	Reno	NV
331	O! Wing Plus	Fast Food, Restaurants, Food, Chicken Wings	10094 Page Ave	Saint Louis	MO
332	Zeko's Mediterranean Grill	Restaurants, Falafel, Fast Food, Mediterranean, Middle Eastern, Halal, Greek	3609 E Busch Blvd	Tampa	FL
333	Delicia	Latin American, Caribbean, Breakfast & Brunch, Restaurants, Mexican	5215 N College Ave	Indianapolis	IN
334	Nectar Urban Cantina	Coffee & Tea, New Mexican Cuisine, Restaurants, Tacos, Acai Bowls, Food, Nightlife, Mexican, Bars, Juice Bars & Smoothies	206 McGavock Pike	Nashville	TN
335	Sweetwaters Coffee & Tea	Desserts, Cafes, Food, Coffee & Tea, Tea Rooms, Sandwiches, Restaurants, Ice Cream & Frozen Yogurt	6900 Lenox Village Dr, Ste 8	Nashville	TN
336	Circle 7 Ranch	Restaurants, Tapas/Small Plates, Wraps, American (New), Burgers	11769 Manchester Rd	St. Louis	MO
337	I Love Salad	Salad, American (Traditional), Korean, Bubble Tea, Food, Restaurants	4825 E 96th St, Ste 300	Indianapolis	IN
338	MIUCHA	Food, Bubble Tea	222 N 10th St	Philadelphia	PA
339	Hearthside	Restaurants, American (New)	801 Haddon Ave	Collingswood	NJ
340	Magasin Kitchen	Imported Food, Food, Specialty Food, Ethnic Food, Restaurants, Vietnamese	611 Okeefe Ave	New Orleans	LA
341	Cracker Barrel Old Country Store	Event Planning & Services, American (Traditional), Caterers, Restaurants, Salad, Food, Comfort Food, Desserts, Breakfast & Brunch, Southern	2095 Gallagher Rd	Plymouth Meeting	PA
342	Rittenhouse Hardware	Hardware Stores, Shopping, Home & Garden	2001 Pine St	Philadelphia	PA
343	First Watch	American (Traditional), Breakfast & Brunch, Cafes, Restaurants	1345 4th St N	St. Petersburg	FL
344	Urban South Brewery	Breweries, Food	1645 Tchoupitoulas St	New Orleans	LA
345	Sauce on the Side	Bars, Salad, Restaurants, Nightlife, Beer Bar, Italian	4261 Manchester Ave	St. Louis	MO
346	Venus Nails & Spa	Nail Salons, Health & Medical, Hair Removal, Beauty & Spas, Massage Therapy	5905 4th St N	St Petersburg	FL
347	Top Notch Axe Throwing - St Louis	Arts & Entertainment, Bars, Nightlife, Active Life, Axe Throwing	440 N 4th St, Ste 170	St. Louis	MO
348	BBQ Chicken	Restaurants, Chicken Shop, Bubble Tea, Chicken Wings, Food, Korean	7034 Terminal Square	Upper Darby	PA
349	Ruby Slipper Cafe	Restaurants, Breakfast & Brunch	2700 Metairie Rd	Metairie	LA
350	Kings and Queens Liberian Cuisine	Restaurants, African, Vegetarian, Halal, Nightlife, Bars	107 Fairfield Ave	Upper Darby	PA
351	Siam Elephant	Restaurants, Thai	509 Linden Ave	Carpinteria	CA
352	Gin Korean BBQ	Restaurants, Korean, Barbeque	3012 N Arnoult Rd	Metairie	LA
353	Chinese Duck House	Cantonese, Chinese, Restaurants, Dim Sum	2960 S Virginia St	Reno	NV
354	Bier Brewery and Tap Room	Food, Beer, Wine & Spirits, Breweries	5133 E 65th St	Indianapolis	IN
355	Char Restaurant	Restaurants, Seafood, Southern, Steakhouses	3988 Hillsboro Pk	Nashville	TN
356	The Pancake Pantry	Restaurants, Sandwiches, Food, Breakfast & Brunch, Bakeries	1796 21st Ave S	Nashville	TN
357	Bitar's	Restaurants, Middle Eastern, Falafel, Bakeries, Food, Greek, Mediterranean	947 Federal St	Philadelphia	PA
358	Ninki	Sushi Bars, Steakhouses, Restaurants, Japanese	4530 HardIng Rd	Nashville	TN
359	Margaritaville - Nashville	Nightlife, Bars, Restaurants, Music Venues, American (New), American (Traditional), Arts & Entertainment	322 Broadway	Nashville	TN
360	Newk's Eatery	Pizza, American (New), American (Traditional), Salad, Restaurants, Sandwiches, Delis	535 Cool Springs Blvd, Ste 120	Franklin	TN
361	Oliver's	American (Traditional), Vegan, Restaurants	1198 Coast Village Rd	Santa Barbara	CA
362	Bluewater Grill - Santa Barbara	Seafood, Venues & Event Spaces, Cocktail Bars, Restaurants, Nightlife, Breakfast & Brunch, American (Traditional), Event Planning & Services, Bars, American (New)	15 East Cabrillo Blvd	Santa Barbara	CA
